id,log_feature,volume
1197,FT 203,1
1197,FT 82,16
1198,FT 203,3
1198,FT 82,14
1198,FT 203,4
1198,FT 203,2
1199,FT 82,26
1199,FT 82,19
1199,FT 82,37
1199,FT 203,14
1199,FT 80,1
1199,FT 82,38
1199,FT 203,3
1199,FT 82,24
1199,FT 203,11
1199,FT 82,44
1200,FT 82,6
1200,FT 203,2
1200,FT 82,26
1200,FT 82,8
1200,FT 203,2
1200,FT 82,10
1200,FT 203,2
1200,FT 203,2
1200,FT 82,7
1200,FT 203,6
1200,FT 82,8
1200,FT 82,21
1200,FT 203,16
1200,FT 82,44
1201,FT 203,26
1201,FT 203,7
1202,FT 82,10
1202,FT 203,4
1202,FT 82,4
1202,FT 203,2
1203,FT 82,14
1203,FT 203,23
1204,FT 82,32
1204,FT 203,17
1204,FT 82,60
1205,FT 203,2
1205,FT 82,60
1206,FT 203,2
1206,FT 82,18
1207,FT 203,2
1207,FT 82,2
1208,FT 82,50
1209,FT 203,30
1209,FT 82,38
1209,FT 203,2
1209,FT 203,1
1209,FT 82,6
1209,FT 203,26
1209,FT 82,34
1210,FT 82,27
1210,FT 203,1
1210,FT 82,12
1211,FT 203,5
1211,FT 203,6
1211,FT 82,6
1211,FT 82,11
1212,FT 203,3
1212,FT 82,24
1213,FT 203,5
1213,FT 82,48
1214,FT 203,12
1214,FT 82,42
1214,FT 319,1
1214,FT 195,1
1214,FT 73,1
1214,FT 68,1
1214,FT 202,1
1214,FT 73,1
1214,FT 73,8
1214,FT 195,8
1215,FT 73,1
1215,FT 195,1
1216,FT 73,4
1216,FT 195,4
1216,FT 73,3
1216,FT 195,2
1216,FT 65,1
1216,FT 187,1
1216,FT 73,3
1216,FT 73,20
1217,FT 195,18
1217,FT 73,1
1217,FT 195,1
1217,FT 73,2
1218,FT 55,2
1218,FT 171,2
1219,FT 195,2
1219,FT 73,2
1219,FT 73,1
1219,FT 195,3
1219,FT 73,3
1220,FT 73,2
1221,FT 195,4
1221,FT 195,7
1222,FT 73,9
1223,FT 56,1
1223,FT 172,3
1223,FT 56,2
1223,FT 134,1
1224,FT 134,1
1224,FT 219,1
1225,FT 345,2
1225,FT 68,2
1225,FT 273,1
1225,FT 179,2
1226,FT 345,1
1226,FT 273,1
1226,FT 68,2
1226,FT 68,2
1227,FT 179,2
1227,FT 244,1
1227,FT 68,2
1228,FT 260,1
1228,FT 68,2
1229,FT 273,1
1229,FT 345,2
1230,FT 179,2
1230,FT 68,1
1231,FT 68,1
1232,FT 54,1
1232,FT 179,1
1233,FT 273,1
1233,FT 170,2
1233,FT 273,2
1234,FT 68,2
1234,FT 87,1
1235,FT 273,4
1235,FT 345,1
1236,FT 209,4
1236,FT 68,2
1236,FT 68,4
1236,FT 345,3
1236,FT 273,1
1237,FT 273,1
1237,FT 68,1
1237,FT 273,4
1238,FT 179,2
1238,FT 345,1
1238,FT 68,4
1238,FT 345,1
1238,FT 273,1
1238,FT 345,2
1238,FT 170,2
1238,FT 273,2
1238,FT 54,2
1238,FT 345,6
1238,FT 179,4
1239,FT 68,4
1239,FT 54,6
1240,FT 179,1
1240,FT 68,1
1240,FT 273,1
1240,FT 68,10
1240,FT 273,2
1240,FT 55,3
1241,FT 55,1
1241,FT 55,1
1241,FT 171,1
1242,FT 55,2
1242,FT 45,1
1243,FT 161,1
1243,FT 55,1
1243,FT 161,1
1243,FT 68,1
1244,FT 54,1
1244,FT 170,1
1245,FT 54,1
1245,FT 68,7
1245,FT 54,3
1245,FT 134,1
1245,FT 219,1
1246,FT 54,1
1247,FT 170,4
1247,FT 54,1
1247,FT 54,1
1247,FT 170,2
1247,FT 54,2
1247,FT 170,1
1248,FT 170,1
1248,FT 170,2
1248,FT 54,2
1249,FT 170,1
1249,FT 54,1
1249,FT 170,9
1250,FT 54,9
1250,FT 170,9
1251,FT 170,1
1251,FT 54,2
1251,FT 54,2
1251,FT 54,653
1252,FT 103,368
1252,FT 170,97
1252,FT 54,636
1252,FT 170,104
1252,FT 103,301
1252,FT 103,290
1252,FT 54,633
1252,FT 170,161
1253,FT 103,249
1253,FT 54,675
1253,FT 170,161
1253,FT 103,195
1253,FT 170,149
1253,FT 54,632
1253,FT 103,119
1253,FT 170,89
1253,FT 54,476
1253,FT 170,71
1253,FT 103,122
1254,FT 54,429
1254,FT 170,55
1255,FT 54,320
1255,FT 103,79
1255,FT 170,80
1255,FT 54,356
1255,FT 103,101
1255,FT 103,129
1255,FT 170,100
1256,FT 54,434
1256,FT 68,2
1256,FT 54,10
1256,FT 170,5
1256,FT 103,7
1257,FT 202,2
1257,FT 81,2
1257,FT 195,12
1257,FT 73,14
1257,FT 195,2
1257,FT 73,4
1258,FT 73,1
1258,FT 195,1
1258,FT 81,3
1258,FT 73,15
1259,FT 195,8
1259,FT 73,1
1260,FT 195,1
1260,FT 73,2
1261,FT 195,1
1261,FT 195,3
1262,FT 73,4
1262,FT 202,4
1263,FT 195,5
1263,FT 73,4
1264,FT 81,4
1264,FT 81,2
1264,FT 202,4
1264,FT 195,1
1265,FT 73,2
1266,FT 81,4
1266,FT 195,1
1267,FT 202,4
1267,FT 73,1
1267,FT 73,1
1267,FT 195,1
1268,FT 81,4
1268,FT 202,2
1268,FT 73,2
1268,FT 195,2
1269,FT 202,2
1269,FT 81,3
1269,FT 202,2
1269,FT 81,2
1269,FT 195,17
1269,FT 73,14
1270,FT 73,5
1270,FT 81,272
1270,FT 202,336
1270,FT 195,6
1271,FT 81,4
1271,FT 202,2
1272,FT 202,8
1272,FT 81,8
1273,FT 73,4
1273,FT 202,161
1273,FT 195,2
1273,FT 81,138
1274,FT 81,1
1274,FT 81,4
1275,FT 202,4
1275,FT 73,6
1275,FT 81,87
1275,FT 195,2
1276,FT 202,96
1276,FT 51,1
1277,FT 167,2
1277,FT 81,2
1277,FT 202,4
1277,FT 81,3
1277,FT 202,2
1277,FT 202,4
1278,FT 195,1
1278,FT 81,2
1278,FT 73,1
1279,FT 195,1
1279,FT 195,5
1279,FT 73,5
1279,FT 202,4
1280,FT 81,2
1280,FT 202,4
1280,FT 81,4
1281,FT 81,4
1281,FT 68,2
1282,FT 202,6
1282,FT 81,2
1282,FT 202,2
1282,FT 55,1
1283,FT 195,2
1283,FT 73,65
1283,FT 195,8
1283,FT 109,72
1283,FT 51,1
1284,FT 167,3
1284,FT 68,2
1284,FT 195,1
1285,FT 109,1
1285,FT 73,6
1286,FT 73,1
1286,FT 195,1
1287,FT 171,1
1287,FT 55,1
1287,FT 171,1
1287,FT 55,1
1288,FT 312,1
1288,FT 232,1
1288,FT 273,1
1288,FT 68,22
1289,FT 270,1
1289,FT 170,2
1289,FT 273,1
1289,FT 68,2
1289,FT 54,1
1289,FT 270,1
1290,FT 68,1
1290,FT 273,1
1291,FT 68,68
1291,FT 345,3
1292,FT 179,32
1293,FT 179,10
1293,FT 118,1
1294,FT 68,36
1294,FT 345,2
1294,FT 68,1
1295,FT 170,1
1295,FT 303,1
1295,FT 118,1
1295,FT 179,1
1296,FT 345,1
1296,FT 68,12
1296,FT 273,2
1296,FT 273,2
1296,FT 68,2
1296,FT 273,1
1296,FT 68,1
1296,FT 219,1
1297,FT 134,1
1297,FT 306,1
1297,FT 118,1
1298,FT 273,1
1298,FT 30,1
1299,FT 68,1
1299,FT 273,1
1299,FT 273,1
1299,FT 345,1
1299,FT 273,1
1299,FT 345,5
1300,FT 197,1
1300,FT 75,3
1301,FT 75,2
1301,FT 75,5
1302,FT 75,48
1302,FT 197,8
1303,FT 75,1
1303,FT 75,43
1303,FT 197,9
1303,FT 75,6
1303,FT 197,1
1304,FT 68,1
1304,FT 68,11
1304,FT 273,2
1305,FT 118,1
1305,FT 75,1
1305,FT 305,2
1305,FT 75,2
1306,FT 222,1
1306,FT 305,2
1307,FT 306,1
1307,FT 163,2
1307,FT 47,1
1307,FT 163,1
1308,FT 47,1
1308,FT 163,2
1308,FT 47,1
1308,FT 47,1
1309,FT 75,1
1309,FT 163,1
1310,FT 305,2
1310,FT 222,1
1311,FT 305,1
1311,FT 75,1
1312,FT 118,1
1312,FT 345,1
1313,FT 273,2
1313,FT 345,2
1313,FT 68,4
1313,FT 170,1
1314,FT 179,4
1315,FT 345,2
1315,FT 68,2
1315,FT 179,2
1315,FT 54,2
1315,FT 345,3
1315,FT 68,16
1316,FT 179,16
1316,FT 170,1
1317,FT 273,2
1317,FT 345,1
1317,FT 54,3
1318,FT 134,1
1318,FT 68,38
1319,FT 306,1
1319,FT 179,38
1320,FT 118,1
1320,FT 170,3
1320,FT 222,1
1320,FT 306,1
1321,FT 75,1
1321,FT 197,2
1322,FT 306,8
1322,FT 75,8
1322,FT 305,8
1322,FT 163,1
1323,FT 47,1
1323,FT 75,1
1324,FT 305,2
1324,FT 306,11
1324,FT 75,15
1324,FT 222,2
1325,FT 197,3
1325,FT 305,12
1326,FT 305,4
1326,FT 75,5
1327,FT 306,4
1328,FT 222,2
1328,FT 75,3
1328,FT 306,3
1328,FT 197,1
1329,FT 68,1
1329,FT 170,2
1329,FT 54,1
1330,FT 68,1
1331,FT 54,2
1331,FT 170,2
1332,FT 54,2
1332,FT 54,1
1332,FT 134,1
1332,FT 219,1
1333,FT 54,2
1334,FT 54,1
1335,FT 170,1
1335,FT 54,4
1335,FT 207,1
1336,FT 170,4
1336,FT 86,1
1336,FT 207,1
1337,FT 170,2
1337,FT 170,9
1337,FT 54,12
1337,FT 54,3
1337,FT 170,1
1337,FT 134,1
1338,FT 54,4
1338,FT 54,2
1339,FT 68,1
1339,FT 54,2
1339,FT 82,19
1339,FT 203,11
1340,FT 76,1
1340,FT 203,5
1340,FT 80,1
1340,FT 82,8
1340,FT 198,1
1340,FT 82,21
1340,FT 203,6
1340,FT 80,1
1341,FT 203,7
1341,FT 82,17
1342,FT 203,10
1342,FT 82,16
1342,FT 82,14
1342,FT 203,5
1343,FT 82,31
1343,FT 80,1
1343,FT 201,1
1343,FT 203,9
1344,FT 80,6
1344,FT 203,28
1345,FT 82,34
1345,FT 201,5
1346,FT 82,10
1347,FT 82,27
1347,FT 203,15
1347,FT 80,6
1347,FT 82,3
1347,FT 203,4
1348,FT 201,2
1348,FT 201,5
1349,FT 82,21
1349,FT 80,9
1350,FT 203,8
1350,FT 82,8
1351,FT 80,4
1351,FT 201,3
1352,FT 82,2
1352,FT 201,3
1352,FT 80,3
1352,FT 203,2
1352,FT 201,1
1352,FT 80,1
1353,FT 82,4
1353,FT 203,4
1353,FT 82,5
1353,FT 203,4
1354,FT 201,1
1354,FT 80,1
1355,FT 203,1
1356,FT 201,3
1356,FT 82,6
1356,FT 80,5
1356,FT 82,6
1356,FT 203,4
1357,FT 80,6
1357,FT 201,3
1357,FT 203,6
1358,FT 201,3
1358,FT 82,6
1358,FT 80,6
1358,FT 82,27
1359,FT 203,22
1359,FT 201,1
1359,FT 80,2
1359,FT 203,4
1360,FT 82,14
1360,FT 82,28
1360,FT 201,9
1360,FT 80,7
1360,FT 203,5
1360,FT 201,1
1361,FT 203,5
1361,FT 71,2
1361,FT 80,4
1361,FT 82,38
1362,FT 193,2
1362,FT 193,2
1363,FT 203,17
1363,FT 71,2
1363,FT 82,20
1364,FT 82,25
1364,FT 80,2
1364,FT 203,17
1364,FT 203,16
1365,FT 80,1
1365,FT 82,38
1365,FT 203,20
1366,FT 82,32
1366,FT 201,2
1366,FT 82,20
1366,FT 80,3
1367,FT 203,11
1367,FT 203,10
1367,FT 82,17
1368,FT 201,2
1368,FT 203,19
1368,FT 80,2
1368,FT 82,31
1368,FT 82,8
1369,FT 203,3
1369,FT 80,3
1369,FT 71,2
1369,FT 193,1
1369,FT 201,4
1369,FT 82,8
1369,FT 203,2
1369,FT 82,98
1370,FT 203,40
1370,FT 82,5
1371,FT 203,1
1372,FT 82,15
1372,FT 203,6
1373,FT 82,8
1373,FT 203,4
1373,FT 134,1
1373,FT 80,1
1373,FT 82,10
1373,FT 201,3
1373,FT 80,3
1373,FT 82,10
1374,FT 203,2
1374,FT 203,4
1375,FT 82,4
1375,FT 82,10
1375,FT 80,2
1375,FT 203,6
1376,FT 82,10
1376,FT 203,8
1377,FT 82,10
1377,FT 203,6
1377,FT 82,39
1377,FT 201,5
1378,FT 80,5
1378,FT 203,28
1378,FT 203,7
1378,FT 82,18
1378,FT 201,4
1378,FT 80,3
1378,FT 82,12
1378,FT 203,8
1379,FT 203,4
1379,FT 219,1
1380,FT 82,4
1380,FT 134,1
1380,FT 82,24
1381,FT 80,2
1381,FT 203,18
1381,FT 82,2
1381,FT 203,2
1382,FT 203,22
1382,FT 80,6
1382,FT 201,8
1382,FT 82,22
1383,FT 80,4
1383,FT 203,7
1383,FT 201,3
1383,FT 82,14
1384,FT 82,24
1384,FT 80,8
1385,FT 201,11
1385,FT 203,16
1386,FT 82,10
1386,FT 203,8
1386,FT 317,1
1386,FT 193,1
1386,FT 71,1
1386,FT 183,2
1386,FT 63,2
1386,FT 82,4
1386,FT 82,9
1386,FT 203,1
1386,FT 82,12
1386,FT 203,5
1387,FT 82,30
1387,FT 203,24
1388,FT 201,1
1388,FT 80,1
1389,FT 203,12
1389,FT 201,2
1389,FT 82,14
1389,FT 82,5
1389,FT 201,7
1389,FT 80,5
1390,FT 203,3
1390,FT 82,11
1390,FT 203,7
1390,FT 82,36
1390,FT 203,11
1390,FT 82,7
1391,FT 80,1
1392,FT 201,1
1392,FT 82,18
1392,FT 201,1
1392,FT 80,1
1393,FT 203,5
1393,FT 201,2
1393,FT 80,2
1393,FT 203,3
1393,FT 82,12
1394,FT 80,2
1394,FT 82,29
1395,FT 203,3
1395,FT 201,1
1395,FT 80,1
1396,FT 82,10
1396,FT 201,2
1397,FT 80,3
1397,FT 203,10
1397,FT 82,26
1398,FT 68,2
1399,FT 201,1
1399,FT 80,3
1400,FT 82,6
1401,FT 80,6
1401,FT 82,12
1402,FT 80,2
1402,FT 203,4
1403,FT 203,4
1403,FT 82,12
1404,FT 82,4
1404,FT 80,1
1404,FT 203,2
1404,FT 201,2
1405,FT 203,4
1406,FT 80,5
1406,FT 82,16
1407,FT 68,3
1407,FT 203,4
1407,FT 80,1
1407,FT 82,9
1408,FT 82,8
1408,FT 203,4
1408,FT 201,11
1408,FT 203,6
1409,FT 80,9
1409,FT 82,23
1409,FT 71,1
1409,FT 82,64
1409,FT 203,35
1409,FT 201,25
1410,FT 193,1
1411,FT 80,53
1411,FT 82,21
1411,FT 203,33
1411,FT 111,3
1411,FT 80,37
1411,FT 201,52
1412,FT 80,1
1413,FT 82,2
1413,FT 71,1
1414,FT 56,1
1414,FT 82,16
1414,FT 172,1
1414,FT 82,2
1414,FT 203,3
1414,FT 82,6
1414,FT 203,8
1414,FT 82,14
1414,FT 82,2
1414,FT 80,2
1414,FT 82,1
1414,FT 201,2
1414,FT 80,1
1415,FT 203,9
1415,FT 201,9
1416,FT 82,26
1416,FT 80,11
1417,FT 80,3
1417,FT 82,6
1418,FT 82,32
1418,FT 71,8
1419,FT 193,3
1419,FT 80,4
1420,FT 82,12
1420,FT 201,1
1420,FT 82,12
1420,FT 80,2
1420,FT 71,1
1420,FT 80,1
1421,FT 82,14
1421,FT 82,75
1422,FT 203,7
1422,FT 80,19
1422,FT 201,14
1422,FT 82,2
1423,FT 80,1
1423,FT 201,1
1423,FT 80,1
1423,FT 201,1
1423,FT 203,7
1423,FT 82,9
1423,FT 80,1
1423,FT 203,4
1424,FT 82,14
1424,FT 80,3
1424,FT 82,15
1424,FT 203,2
1424,FT 82,24
1425,FT 203,1
1425,FT 80,6
1425,FT 82,5
1425,FT 82,11
1425,FT 201,4
1426,FT 80,5
1426,FT 203,2
1427,FT 82,16
1427,FT 80,1
1427,FT 203,4
1427,FT 82,6
1427,FT 80,2
1427,FT 203,6
1427,FT 201,2
1428,FT 82,24
1428,FT 80,2
1428,FT 82,1
1428,FT 80,1
1429,FT 82,5
1429,FT 80,8
1430,FT 201,4
1430,FT 82,24
1431,FT 82,14
1431,FT 203,6
1432,FT 203,2
1433,FT 82,4
1433,FT 82,4
1434,FT 80,2
1435,FT 203,2
1435,FT 71,2
1436,FT 193,2
1437,FT 82,24
1437,FT 203,10
1437,FT 71,2
1437,FT 193,2
1438,FT 82,40
1438,FT 82,6
1438,FT 203,2
1438,FT 82,4
1438,FT 82,13
1438,FT 203,2
1439,FT 82,10
1439,FT 203,2
1439,FT 80,2
1440,FT 80,1
1440,FT 82,12
1440,FT 203,2
1440,FT 201,1
1440,FT 203,7
1440,FT 82,13
1440,FT 82,6
1441,FT 203,3
1441,FT 82,2
1442,FT 80,1
1443,FT 201,1
1443,FT 82,10
1444,FT 203,5
1445,FT 80,1
1445,FT 82,2
1446,FT 82,4
1446,FT 80,2
1447,FT 201,1
1447,FT 71,1
1447,FT 82,4
1447,FT 203,4
1448,FT 82,4
1448,FT 82,12
1449,FT 203,1
1449,FT 71,1
1450,FT 80,1
1450,FT 203,25
1450,FT 82,35
1450,FT 82,10
1451,FT 80,2
1451,FT 201,2
1452,FT 203,5
1452,FT 203,2
1452,FT 82,6
1452,FT 82,6
1453,FT 203,6
1453,FT 203,4
1454,FT 82,3
1454,FT 80,2
1454,FT 82,17
1454,FT 203,1
1455,FT 82,7
1455,FT 203,2
1455,FT 82,8
1455,FT 82,16
1455,FT 203,14
1455,FT 80,3
1456,FT 203,1
1456,FT 201,3
1457,FT 82,2
1457,FT 201,1
1457,FT 80,1
1457,FT 203,4
1457,FT 82,10
1457,FT 82,6
1458,FT 203,6
1459,FT 203,1
1459,FT 80,2
1459,FT 82,8
1460,FT 80,9
1461,FT 82,36
1461,FT 201,8
1461,FT 203,17
1462,FT 201,2
1462,FT 82,4
1462,FT 203,2
1462,FT 80,4
1462,FT 82,8
1463,FT 203,1
1464,FT 82,6
1464,FT 203,2
1464,FT 82,21
1464,FT 80,10
1464,FT 203,1
1464,FT 82,18
1464,FT 201,6
1465,FT 80,18
1466,FT 203,4
1466,FT 201,2
1467,FT 82,21
1467,FT 201,1
1468,FT 80,2
1468,FT 80,1
1469,FT 201,2
1470,FT 172,1
1470,FT 56,1
1471,FT 80,8
1471,FT 201,9
1471,FT 80,2
1471,FT 201,2
1472,FT 80,1
1472,FT 201,2
1472,FT 80,2
1472,FT 80,8
1472,FT 201,2
1472,FT 80,1
1473,FT 80,2
1474,FT 172,2
1474,FT 68,1
1475,FT 178,1
1475,FT 139,1
1476,FT 80,2
1476,FT 201,2
1476,FT 43,1
1476,FT 68,1
1477,FT 73,1
1477,FT 202,1
1478,FT 195,2
1478,FT 73,2
1478,FT 195,1
1479,FT 195,6
1479,FT 73,3
1479,FT 73,1
1479,FT 195,2
1480,FT 73,1
1480,FT 65,1
1480,FT 187,1
1480,FT 195,1
1480,FT 195,4
1480,FT 73,2
1481,FT 42,1
1481,FT 157,1
1482,FT 239,1
1482,FT 318,1
1482,FT 42,2
1482,FT 157,4
1483,FT 65,1
1483,FT 187,2
1484,FT 187,5
1485,FT 65,4
1485,FT 187,4
1486,FT 65,5
1486,FT 55,2
1487,FT 171,1
1487,FT 195,1
1487,FT 73,2
1488,FT 73,1
1489,FT 187,1
1489,FT 65,1
1490,FT 195,1
1490,FT 73,1
1490,FT 187,1
1490,FT 65,2
1491,FT 73,3
1491,FT 195,5
1491,FT 73,11
1492,FT 195,19
1492,FT 187,1
1492,FT 65,2
1492,FT 65,3
1492,FT 187,2
1492,FT 73,2
1492,FT 195,2
1493,FT 73,3
1493,FT 195,1
1493,FT 65,1
1493,FT 73,3
1493,FT 195,2
1493,FT 73,1
1493,FT 195,1
1493,FT 65,2
1493,FT 187,2
1494,FT 65,1
1494,FT 187,1
1495,FT 73,1
1495,FT 73,1
1496,FT 63,2
1496,FT 71,1
1497,FT 193,1
1497,FT 108,1
1498,FT 193,12
1498,FT 71,15
1498,FT 193,16
1498,FT 76,5
1499,FT 198,6
1499,FT 71,15
1500,FT 172,50
1500,FT 56,49
1501,FT 193,1
1501,FT 71,2
1501,FT 134,1
1501,FT 219,1
1502,FT 63,3
1502,FT 183,2
1502,FT 193,2
1502,FT 71,2
1503,FT 71,3
1503,FT 193,1
1504,FT 71,6
1504,FT 193,6
1504,FT 193,81
1504,FT 71,167
1505,FT 193,49
1505,FT 71,91
1505,FT 193,3
1505,FT 71,8
1505,FT 193,3
1506,FT 71,4
1506,FT 71,4
1507,FT 193,1
1507,FT 71,1
1507,FT 193,1
1507,FT 71,3
1508,FT 63,1
1508,FT 179,4
1509,FT 170,2
1509,FT 68,4
1509,FT 170,2
1509,FT 54,1
1510,FT 68,1
1511,FT 345,1
1512,FT 54,5
1512,FT 251,1
1512,FT 273,3
1512,FT 170,3
1513,FT 219,1
1513,FT 134,1
1513,FT 239,1
1513,FT 318,1
1513,FT 273,1
1513,FT 209,3
1513,FT 273,2
1513,FT 331,1
1513,FT 68,1
1513,FT 251,1
1514,FT 345,1
1514,FT 170,3
1515,FT 54,2
1515,FT 273,1
1516,FT 345,1
1516,FT 251,1
1517,FT 331,1
1518,FT 273,1
1518,FT 252,1
1518,FT 170,1
1518,FT 68,1
1518,FT 54,1
1518,FT 273,1
1519,FT 68,1
1519,FT 273,1
1520,FT 345,1
1520,FT 273,2
1521,FT 345,2
1521,FT 179,2
1522,FT 68,2
1523,FT 345,2
1523,FT 179,2
1524,FT 68,2
1524,FT 68,3
1524,FT 345,1
1524,FT 273,3
1525,FT 179,2
1525,FT 273,1
1525,FT 68,1
1525,FT 179,1
1526,FT 345,1
1526,FT 68,2
1527,FT 54,4
1527,FT 170,1
1528,FT 345,1
1528,FT 170,1
1528,FT 54,1
1529,FT 273,1
1530,FT 170,1
1530,FT 273,1
1530,FT 54,1
1530,FT 55,1
1531,FT 171,1
1531,FT 134,1
1531,FT 219,1
1531,FT 68,1
1532,FT 171,2
1532,FT 170,1
1532,FT 279,1
1532,FT 54,1
1532,FT 219,1
1532,FT 134,1
1532,FT 68,1
1532,FT 170,2
1533,FT 170,1
1533,FT 54,1
1533,FT 318,1
1533,FT 239,1
1534,FT 280,1
1534,FT 170,2
1534,FT 54,2
1534,FT 68,1
1535,FT 54,2
1536,FT 170,2
1536,FT 170,2
1537,FT 54,2
1537,FT 54,5
1537,FT 170,1
1537,FT 54,2
1538,FT 170,3
1538,FT 220,1
1538,FT 135,1
1538,FT 219,1
1539,FT 134,1
1539,FT 221,1
1539,FT 219,1
1539,FT 301,1
1539,FT 134,1
1539,FT 219,1
1540,FT 134,1
1540,FT 301,1
1541,FT 301,2
1541,FT 181,2
1541,FT 232,2
1542,FT 160,2
1543,FT 312,2
1543,FT 211,2
1544,FT 232,2
1544,FT 227,2
1544,FT 312,2
1544,FT 307,3
1544,FT 312,2
1544,FT 134,1
1544,FT 301,1
1544,FT 232,1
1545,FT 312,1
1545,FT 312,1
1546,FT 232,1
1546,FT 312,2
1546,FT 171,2
1546,FT 55,1
1547,FT 195,1
1547,FT 73,2
1547,FT 73,1
1547,FT 195,1
1547,FT 68,1
1547,FT 317,8
1547,FT 238,2
1547,FT 317,1
1547,FT 203,2
1548,FT 82,4
1548,FT 201,1
1548,FT 80,2
1549,FT 203,12
1549,FT 82,20
1550,FT 80,7
1551,FT 203,2
1551,FT 82,32
1551,FT 201,8
1551,FT 82,22
1551,FT 203,5
1551,FT 80,1
1552,FT 80,3
1552,FT 201,2
1552,FT 82,14
1553,FT 203,3
1553,FT 82,6
1554,FT 82,6
1554,FT 201,1
1555,FT 80,1
1556,FT 201,1
1556,FT 82,22
1557,FT 203,3
1558,FT 80,1
1558,FT 201,1
1559,FT 82,2
1559,FT 80,1
1559,FT 80,2
1560,FT 201,1
1560,FT 82,16
1561,FT 80,9
1561,FT 201,6
1561,FT 82,10
1561,FT 80,3
1561,FT 82,8
1561,FT 82,31
1561,FT 203,1
1562,FT 80,1
1563,FT 80,4
1563,FT 82,16
1563,FT 201,1
1563,FT 203,4
1564,FT 82,14
1564,FT 82,2
1565,FT 201,1
1565,FT 80,2
1566,FT 82,16
1566,FT 203,5
1567,FT 80,2
1568,FT 201,1
1568,FT 80,7
1568,FT 82,30
1569,FT 203,8
1569,FT 201,4
1569,FT 80,1
1569,FT 201,1
1569,FT 82,6
1569,FT 80,1
1570,FT 203,4
1571,FT 82,6
1571,FT 201,1
1571,FT 82,13
1571,FT 203,2
1572,FT 80,2
1572,FT 201,2
1572,FT 82,12
1572,FT 80,3
1573,FT 203,1
1573,FT 82,6
1574,FT 80,2
1574,FT 82,6
1574,FT 82,13
1574,FT 201,4
1574,FT 80,4
1575,FT 203,2
1575,FT 80,3
1575,FT 82,20
1576,FT 201,1
1576,FT 203,2
1576,FT 80,1
1576,FT 203,2
1576,FT 82,2
1577,FT 80,2
1577,FT 82,12
1577,FT 203,6
1577,FT 201,1
1577,FT 82,8
1577,FT 201,2
1577,FT 80,2
1578,FT 82,1
1578,FT 80,2
1579,FT 82,4
1579,FT 80,1
1580,FT 82,12
1580,FT 80,4
1581,FT 201,1
1581,FT 203,17
1582,FT 82,80
1582,FT 82,6
1582,FT 203,3
1582,FT 80,2
1582,FT 80,9
1582,FT 201,2
1583,FT 203,3
1584,FT 82,13
1584,FT 82,1
1584,FT 80,4
1584,FT 82,4
1584,FT 82,31
1584,FT 201,4
1585,FT 203,17
1585,FT 80,6
1585,FT 82,14
1586,FT 203,6
1586,FT 80,1
1586,FT 203,3
1587,FT 201,1
1587,FT 82,8
1587,FT 203,4
1587,FT 82,40
1587,FT 82,6
1587,FT 203,2
1588,FT 203,2
1588,FT 82,12
1588,FT 80,2
1589,FT 203,6
1589,FT 82,14
1589,FT 203,3
1589,FT 82,17
1590,FT 201,1
1590,FT 80,4
1591,FT 82,10
1591,FT 203,3
1592,FT 80,1
1592,FT 82,4
1592,FT 203,3
1592,FT 80,1
1593,FT 82,2
1593,FT 82,14
1593,FT 203,12
1593,FT 80,1
1594,FT 201,1
1594,FT 82,10
1594,FT 80,3
1594,FT 82,2
1595,FT 203,4
1595,FT 82,8
1595,FT 82,4
1595,FT 203,1
1596,FT 82,10
1596,FT 82,28
1596,FT 203,19
1596,FT 82,8
1596,FT 203,3
1596,FT 203,2
1597,FT 82,4
1597,FT 80,4
1597,FT 203,6
1597,FT 82,6
1597,FT 201,4
1598,FT 82,6
1598,FT 203,4
1599,FT 80,10
1599,FT 82,22
1600,FT 201,8
1600,FT 201,1
1601,FT 82,20
1601,FT 80,3
1602,FT 203,1
1602,FT 80,1
1602,FT 82,4
1602,FT 203,4
1602,FT 82,16
1602,FT 203,14
1602,FT 80,2
1603,FT 201,2
1604,FT 203,1
1604,FT 82,5
1604,FT 201,1
1605,FT 82,10
1605,FT 203,10
1606,FT 80,1
1606,FT 203,10
1606,FT 82,39
1606,FT 80,3
1607,FT 201,6
1607,FT 203,15
1607,FT 201,5
1607,FT 82,28
1607,FT 80,9
1607,FT 201,1
1608,FT 80,1
1608,FT 203,4
1608,FT 82,16
1608,FT 80,3
1609,FT 201,3
1609,FT 203,4
1609,FT 80,4
1609,FT 82,8
1610,FT 203,6
1610,FT 82,16
1611,FT 80,4
1611,FT 201,6
1611,FT 82,4
1611,FT 80,2
1612,FT 74,1
1612,FT 219,1
1612,FT 134,1
1613,FT 178,1
1613,FT 68,1
1613,FT 362,1
1613,FT 360,1
1613,FT 73,1
1613,FT 68,1
1613,FT 195,23
1613,FT 73,22
1613,FT 187,2
1613,FT 195,5
1613,FT 73,3
1613,FT 73,21
1614,FT 195,16
1614,FT 195,13
1614,FT 73,9
1615,FT 195,2
1615,FT 195,4
1615,FT 73,1
1615,FT 195,1
1615,FT 73,1
1615,FT 195,2
1616,FT 195,1
1616,FT 73,1
1616,FT 202,1
1616,FT 73,2
1617,FT 195,3
1617,FT 195,1
1617,FT 73,1
1617,FT 73,3
1617,FT 195,3
1617,FT 195,1
1618,FT 73,2
